FIRSTNAME | LASTNAME | TITLE | YEAR | TYPE | POSITION | GENDER
Alfred | Allen | Perils of the Wild  | 1925 | M | 4 | M
Alfred | Allen | Pistol Point Proposal, A  | 1919 | M | 4 | M
Alfred | Allen | Price of a Good Time, The  | 1917 | M | 5 | M
Alfred | Allen | Price of Victory, The  | 1916 | M | 3 | M
Alfred | Allen | Pride of Palomar, The  | 1922 | M | 6 | M
Alfred | Allen | Red Glove, The  | 1919 | M | 6 | M
Alfred | Allen | Reed Case, The  | 1917 | M | 2 | M
Alfred | Allen | Reward of Chivalry, The  | 1916 | M | 4 | M
Alfred | Allen | Riders of Vengeance  | 1919 | M | 5 | M
Alfred | Allen | Rolling Home  | 1926 | M | 7 | M
Alfred | Allen | Sage Hen, The  | 1921 | M | 5 | M
Alfred | Allen | Sea Flower, The  | 1918 | M | 7 | M
Alfred | Allen | Secret Foe, The  | 1916 | M | 2 | M
Alfred | Allen | Shattered Idols  | 1922 | M | 6 | M
Alfred | Allen | Shootin' for Love  | 1923 | M | 3 | M
Alfred | Allen | Singed  | 1927 | M | 4 | M
Alfred | Allen | Sleeping Lion, The  | 1919 | M | 5 | M
Alfred | Allen | Society Sensation, A  | 1918 | M | 4 | M
Alfred | Allen | Soul Enslaved, A  | 1916 | M | 6 | M
Alfred | Allen | Speed  | 1925 | M | 5 | M
Alfred | Allen | Stolen Actress, The  | 1917 | M | 7 | M
Alfred | Allen | Stolen Secrets  | 1924 | M | 9 | M
Alfred | Allen | Sunset Pass  | 1929 | M | 8 | M
Alfred | Allen | Terrible Truth, The  | 1915 | a | 2 | M
Alfred | Allen | Tongues of Flame  | 1918 | M | 3 | M
Alfred | Allen | Two Mothers  | 1916 | M | 3 | M
Alfred | Allen | Unattainable, The  | 1916 | M | 5 | M
Alfred | Allen | Under the Tonto Rim  | 1928 | M | 3 | M
Alfred | Allen | Underworld  | 1927 | M |  | M
Alfred | Allen | Winner Takes All  | 1918 | M | 2 | M
Alfred | Allen | Winning Pair, The  | 1917 | M | 3 | M
Alfred | Allen | Wise Man and the Fool, The  | 1916 | M | 4 | M
Alfred | Allen | Yoke of Gold, A  | 1916 | M | 2 | M
Ali | Allen | Salvage Gang, The  | 1958 | M |  | M
Alvin | Allen | Wheels Locked  | 2001 | M | 5 | M
Andrew James | Allen | Max Keeble's Big Move  | 2001 | M |  | M
Andrew James | Allen | Recipe for Disaster  | 2003/I | TV | 6 | M
Andrew James | Allen | Unknown, The  | 2004 | M |  | M
Andy | Allen | Cocktail Party, The  | 2002 | M | 1 | M
Andy | Allen | Coffee  | 2004 | M | 6 | M
Andy | Allen | Earl's Your Uncle  | 2004 | M | 1 | M
Anthony (I) | Allen | Because of the Cats  | 1973 | M | 4 | M
Anthony (I) | Allen | Flame  | 1975/I | M | 10 | M
Anthony (I) | Allen | Hellraiser  | 1987 | M | 7 | M
Anthony (I) | Allen | Mafia Girls, The  | 1969 | M | 1 | M
Anthony (I) | Allen | Rossiter Case, The  | 1951 | M | 15 | M
Anthony (I) | Allen | "Guilty, The"  | 1992 | mini |  | M
Anthony (I) | Allen | "Law and Order"  | 1978 | mini |  | M
Anthony (I) | Allen | "She's Out"  | 1995 | mini |  | M
Argy | Allen | No Way Back  | 1976 | M | 6 | M
Arthur (I) | Allen | Jimi Hendrix  | 1973 | M | 1 | M
Arthur B. | Allen | Ebb Tide  | 1937 | M |  | M
Arthur B. | Allen | Our Town  | 1940 | a | 13 | M
Arthur B. | Allen | Rangers of Fortune  | 1940 | M | 8 | M
Bale | Allen | True Stories  | 1986 | M |  | M
Barry (I) | Allen | Funeral Home  | 1980 | M | 27 | M
Barry (II) | Allen | Restoring Roman Holiday  | 2002 | V |  | M
Beau | Allen | I'm Your Man  | 1992 | M |  | M
Benedict | Allen | Bones of Colonel Fawcett, The  | 1999 | TV |  | M
Bengt | Allen | Impure Thoughts  | 1985 | M | 77 | M
Bernie (I) | Allen | Bad Meat  | 2003 | M | 29 | M
Bernie (I) | Allen | Producers, The  | 1968 | M |  | M
Bernie (I) | Allen | Raging Bull  | 1980 | M | 18 | M
Bernie (I) | Allen | Vegas Strip War, The  | 1984 | TV | 20 | M
Bill (I) | Allen | Born on the Fourth of July  | 1989 | M | 51 | M
Bill (I) | Allen | Hard Time Romance  | 1991 | M |  | M
Bill (I) | Allen | Rad  | 1986 | M | 1 | M
Bill (I) | Allen | Ransom, The  | 1977 | M | 11 | M
Bill (I) | Allen | Sioux City  | 1994 | M | 5 | M
Bill (I) | Allen | Stoning in Fulham County, A  | 1988 | TV |  | M
Bill (I) | Allen | Streamers  | 1983 | M | 9 | M
Bill (IV) | Allen | Truce, The  | 2001 | M |  | M
Bill (IX) | Allen | Do or Die  | 1991 | M |  | M
Bill (V) | Allen | Bored Silly  | 2000 | M | 10 | M
Bill (V) | Allen | Bum Runner  | 2002 | M | 2 | M
Bob (III) | Allen | Murder at the World Series  | 1977 | TV |  | M
Bob (III) | Allen | Night Game  | 1989 | M | 13 | M
Bob (VII) | Allen | Web, The  | 1947 | M |  | M
Brad (I) | Allen | Beefcake  | 1998 | M |  | M
Brandon | Allen | "Life... and Stuff"  | 1997 | M |  | M
Brent | Allen | Miss Congeniality 2: Armed and Fabulous  | 2005 | M |  | M
Brett (III) | Allen | Who Wants to Marry My Husband  | 2002 | M |  | M
Brian (I) | Allen | Harrison Macauley Is Going to Kill Me  | 2003 | M | 4 | M
Brian (I) | Allen | It Burns When I Laugh  | 2003 | M |  | M
Brian (I) | Allen | Lethal Justice  | 1995 | V | 11 | M
Brian (I) | Allen | Mighty Wind, A  | 2003 | M | 25 | M
Brian (I) | Allen | Mutual Admiration Society  | 2002 | M | 4 | M
Brian (I) | Allen | "Restaurant, The"  | 2003 | M |  | M
Brian (II) | Allen | One Foot in the Grave  | 1998 | M |  | M
Brian (II) | Allen | Shake City 101  | 2003 | V | 1 | M
Brook | Allen | Plane Crazy  | 1933 | M | 4 | M
Bruce (II) | Allen | Bryan Adams: Reckless  | 1984 | V |  | M
Bryan Shane | Allen | Bottom Land  | 1992 | M | 3 | M
Byron | Allen | America's Sweethearts  | 2001 | M | 23 | M
Byron | Allen | Battle of the Network Stars IX  | 1980 | TV | 20 | M
Byron | Allen | Case Closed  | 1988 | TV |  | M
Byron | Allen | Reason for Living: The Jill Ireland Story  | 1991 | TV | 10 | M
Byron | Allen | "Byron Allen Show, The"  | 1989 | M |  | M
Byron | Allen | "Jammin'"  | 1992 | M |  | M
Byron | Allen | "Real People"  | 1979 | M | 2 | M
C. | Allen | Day's Pleasure, A  | 1919 | M |  | M
C.B. | Allen | Adventures of Buster Smith, The  | 2005 | M |  | M
C.B. | Allen | R.S.V.P.  | 2002/I | M | 5 | M
C.H. | Allen | Mysterious Airman, The  | 1928 | M | 7 | M
C.J. (I) | Allen | Foolish Wives  | 1922 | M | 10 | M
C.J. (II) | Allen | Happy Birthday Shakespeare  | 2000 | TV |  | M
C.J. (II) | Allen | Insurance Man, The  | 1986 | TV | 11 | M
C.J. (II) | Allen | Laughterhouse  | 1984 | M |  | M
C.J. (II) | Allen | Still Crazy Like a Fox  | 1987 | TV | 18 | M
C.J. (II) | Allen | "Juliet Bravo"  | 1980 | M | 5 | M
C.J. (II) | Allen | "Kind of Living, A"  | 1988 | M | 5 | M
C.J. (II) | Allen | "Simon and the Witch"  | 1987 | M |  | M
Carl (I) | Allen | Love Jones  | 1997 | M | 33 | M
Carl (I) | Allen | Pulp Fiction  | 1994 | M | 34 | M
Carl (I) | Allen | Terminal, The  | 2004 | M | 46 | M
Carlo | Allen | Cable Guy, The  | 1996 | M | 59 | M
Carlo | Allen | Heartbreaker  | 1983 | M | 10 | M
Carlo | Allen | White Palace  | 1990 | voice | 39 | M
Carlo Perez | Allen | Crew, The  | 2000 | M | 58 | M
Carlos | Allen | Fast Food  | 1989 | M | 36 | M
Carlos | Allen | Tower, The  | 1993 | TV | 10 | M
Chad (I) | Allen | Bad Seed, The  | 1985 | TV | 10 | M
Chad (I) | Allen | Camp Cucamonga  | 1990 | TV | 2 | M
Chad (I) | Allen | Choose Your Own Adventure: The Case of the Silk King  | 1992 | TV | 2 | M
Chad (I) | Allen | Code of Vengeance  | 1985 | TV | 6 | M
Chad (I) | Allen | Death in California, A  | 1985 | TV | 13 | M
Chad (I) | Allen | Do You Wanna Know a Secret?  | 2001 | M | 13 | M
Chad (I) | Allen | Downtown: A Street Tale  | 2004 | M | 8 | M
Chad (I) | Allen | Dr. Quinn, Medicine Woman  | 1993 | TV |  | M
Chad (I) | Allen | End of the Spear  | 2005 | M | 2 | M
Chad (I) | Allen | Getting Out  | 2002 | M |  | M
Chad (I) | Allen | Happy New Year, Charlie Brown!  | 1985 | TV | 1 | M
Chad (I) | Allen | Help Wanted: Kids  | 1986 | TV | 3 | M
Chad (I) | Allen | Intimate Portrait: Deidre Hall  | 2001 | TV |  | M
Chad (I) | Allen | Mother's Testimony, A  | 2001 | TV | 2 | M
Chad (I) | Allen | Murder in New Hampshire: The Pamela Wojas Smart Story  | 1991 | TV | 2 | M
Chad (I) | Allen | Not My Kid  | 1985 | TV | 33 | M
Chad (I) | Allen | Paris  | 2003 | M | 1 | M
Chad (I) | Allen | Praying Mantis  | 1993 | TV | 3 | M
Chad (I) | Allen | Sexy  | 2002 | M |  | M
Chad (I) | Allen | TerrorVision  | 1986 | M | 4 | M
Chad (I) | Allen | Totally Gay!  | 2003 | TV |  | M
Chad (I) | Allen | We Married Margo  | 2000 | M | 18 | M
Chad (I) | Allen | What Matters Most  | 2001 | M |  | M
Chad (I) | Allen | "Code of Vengeance"  | 1986 | M |  | M
Chad (I) | Allen | "Dr. Quinn, Medicine Woman"  | 1993 | M | 3 | M
Chad (I) | Allen | "My Two Dads"  | 1987 | M |  | M
Chad (I) | Allen | "Our House"  | 1986 | M | 4 | M
Chad (I) | Allen | "Rated K Update"  | 1988 | M |  | M
Chad (I) | Allen | "St. Elsewhere"  | 1982 | M |  | M
Chad (I) | Allen | "Webster"  | 1983 | M |  | M
Chad E. | Allen | North  | 1994 | M | 55 | M
Chadwick | Allen | Decoys  | 2004 | M |  | M
Chadwick | Allen | Posers  | 2002 | M |  | M
Charles (I) | Allen | Diary of a Nudist  | 1961 | M | 16 | M
Charles (I) | Allen | Nude on the Moon  | 1962 | M | 10 | M
Charles (II) | Allen | In the Depths of Our Hearts  | 1920 | M | 5 | M
Charles (II) | Allen | Lure of a Woman, The  | 1921 | M |  | M
Charles (III) | Allen | Host  | 2002 | M |  | M
Charles (IV) | Allen | Halo 2  | 2004 | VG |  | M
Charles Andre | Allen | Hillside Strangler, The  | 2004/II | M | 16 | M
Charles D. | Allen | 2 G's & a Key  | 2000 | M | 4 | M
Charles D. | Allen | Hood Angels  | 2003 | M | 9 | M
Charles D. | Allen | Makin' Baby  | 2002 | M | 6 | M
Charles D. | Allen | Paramedics  | 1987 | M | 47 | M
Charlie (II) | Allen | Summer Rain  | 2001 | M |  | M
Chase (I) | Allen | Mumford  | 1999 | M | 44 | M
Chase (II) | Allen | Leather Training Center 2  | 1999 | V | 5 | M
Chase (II) | Allen | Our Trespasses  | 1996 | V | 7 | M
Chesney | Allen | Alf's Button Afloat  | 1938 | M | 2 | M
Chesney | Allen | Bailiffs, The  | 1932 | M | 2 | M
Chesney | Allen | Dreaming  | 1945 | M | 2 | M
Chesney | Allen | Dunkirk  | 1958 | M | 13 | M
Chesney | Allen | Fire Has Been Arranged, A  | 1935 | M |  | M
Chesney | Allen | Frozen Limits, The  | 1939 | M |  | M
Chesney | Allen | Gasbags  | 1941 | M | 2 | M
Chesney | Allen | Here Comes the Sun  | 1946 | M | 2 | M
Chesney | Allen | Life Is a Circus  | 1958 | M | 7 | M
Chesney | Allen | Listen to Britain  | 1942 | M |  | M
Chesney | Allen | Okay for Sound  | 1937 | M |  | M
Chesney | Allen | Theatre Royal  | 1943 | M | 2 | M
Chesney | Allen | To See Such Fun  | 1977 | archiv |  | M
Chesney | Allen | Underneath the Arches  | 1937 | M | 2 | M
Chesney | Allen | We'll Smile Again  | 1942 | M | 2 | M
Chesney | Allen | Wild Boy  | 1934 | M | 4 | M
Chesney | Allen | "Bud"  | 1963 | M |  | M
Chet (I) | Allen | Amahl and the Night Visitors  | 1951 | TV | 1 | M
Chet (I) | Allen | Meet Me at the Fair  | 1953 | M | 3 | M
Chet (I) | Allen | Robin and the 7 Hoods  | 1964 | M |  | M
Chet (I) | Allen | "Bonino"  | 1953 | M | 4 | M
Chet (I) | Allen | "Troubleshooters"  | 1959 | M |  | M
Chick | Allen | Gladiator  | 2000 | M | 24 | M
Chick | Allen | Jack of Diamonds  | 2001 | M | 18 | M
Chick | Allen | King Arthur  | 2004 | M | 42 | M
Chick | Allen | Merlin  | 1998/I | TV |  | M
Chris (I) | Allen | Blazing Sun, The  | 1950 | M |  | M
Chris (I) | Allen | Body Shop, The  | 1973 | M | 14 | M
Chris (I) | Allen | Deadshot Casey  | 1928 | M |  | M
Chris (I) | Allen | Electric Chair, The  | 1972 | M |  | M
Chris (I) | Allen | Gene Autry and The Mounties  | 1951 | M |  | M
Chris (I) | Allen | Man from Music Mountain  | 1938 | M |  | M
Chris (I) | Allen | Sensuous Wife, The  | 1970 | M | 36 | M
Chris (I) | Allen | Terminal Island  | 1973 | M | 19 | M
Chris (III) | Allen | Augenblick mal... Wer ist Marty Feldman?  | 1974 | TV | 3 | M
Chris (IX) | Allen | Cousins  | 1983 | M | 7 | M
Chris (IX) | Allen | Fade In  | 1991 | V | 4 | M
Chris (IX) | Allen | Getting It  | 1985 | M | 5 | M
Chris (VII) | Allen | Amplifier  | 1999 | M |  | M
Chris (VII) | Allen | While Supplies Last  | 2002 | M |  | M
Chris (VIII) | Allen | Dark Sunday  | 1976 | M | 24 | M
Chris (X) | Allen | Chained to the Land  | 2003 | V |  | M
Chris (X) | Allen | Trail of Whispers  | 1999 | V |  | M
Christopher (I) | Allen | Passion Flower  | 1986 | TV |  | M
Christopher (I) | Allen | Squish Story  | 1996 | M |  | M
Christopher (I) | Allen | Zoo Radio  | 1990 | M | 41 | M
Christopher (II) | Allen | 7th Dawn, The  | 1964 | M |  | M
Christopher (III) | Allen | Hostages of Two Worlds  | 2001 | V |  | M
Christopher (IV) | Allen | Burningman: Journey to the Flame  | 2001 | M |  | M
Christopher (IV) | Allen | Unearthed  | 2004 | M |  | M
Christopher (IV) | Allen | Vile 21  | 1998 | V |  | M
Christopher (V) | Allen | Area 51: The Alien Interview  | 1997 | V |  | M
Chuck (II) | Allen | Cyborg  | 1989 | M | 14 | M
Clarence | Allen | "Ultraviolet"  | 1998 | mini | 45 | M
Claude 'Pappy' | Allen | Howling: New Moon Rising  | 1995 | V | 12 | M
Clay | Allen | Making Revolution  | 2003 | M | 10 | M
Cliff | Allen | Angel Comes to Brooklyn, An  | 1945 | M | 16 | M
Clifford | Allen | Diamond Ninja Force  | 1986 | a | 6 | M
Clifford | Allen | Ninja the Protector  | 1986 | M |  | M
Clifford | Allen | Strange Case of Alice Cooper, The  | 1979 | V |  | M
Clint (I) | Allen | Beverly Hills, 90210  | 1990 | TV | 17 | M
Clint (I) | Allen | Dumb & Dumber  | 1994 | M | 74 | M
Clint (I) | Allen | Kansas  | 1988 | M | 10 | M
Clint (I) | Allen | Kingpin  | 1996 | M | 120 | M
Clint (I) | Allen | Reason for Living: The Jill Ireland Story  | 1991 | TV | 8 | M
Clint (I) | Allen | Ted and Venus  | 1991 | M | 29 | M
Clint (II) | Allen | King of Texas  | 2002 | TV | 16 | M
Clive | Allen | FA Cup Final 1987: Coventry City v Tottenham Hotspur  | 1987 | V |  | M
Clive | Allen | "On the Ball"  | 2001 | M |  | M
Clive | Allen | "Premiership, The"  | 2001 | M | 7 | M
Colin (I) | Allen | Jammin' with the Blues Greats  | 1982 | V |  | M
Colin (I) | Allen | Popdown  | 1967 | a |  | M
Conrad | Allen | Grayson  | 2004 | M | 18 | M
Corey | Allen | Big Caper, The  | 1957 | M | 6 | M
Corey | Allen | Bridges at Toko-Ri, The  | 1955 | M |  | M
Corey | Allen | Chapman Report, The  | 1962 | M | 10 | M
Corey | Allen | Darby's Rangers  | 1958 | M | 9 | M
Corey | Allen | Juvenile Jungle  | 1958 | M | 1 | M
Corey | Allen | Key Witness  | 1960 | M | 7 | M
Corey | Allen | Mad Magician, The  | 1954 | M |  | M
Corey | Allen | Mortality  | 2000 | M |  | M
Corey | Allen | Night of the Hunter, The  | 1955 | M |  | M
Corey | Allen | Party Girl  | 1958 | M | 7 | M
Corey | Allen | Private Property  | 1960 | M | 2 | M
Corey | Allen | Rebel Without a Cause  | 1955 | M | 6 | M
Corey | Allen | Rediscovering a Rebel  | 1996 | TV |  | M
Corey | Allen | Shadow on the Window, The  | 1957 | M | 4 | M
Corey | Allen | Sweet Bird of Youth  | 1962 | M | 9 | M
Corey | Allen | Time Out of War, A  | 1954 | M |  | M
Corey | Allen | Works, The  | 2004 | M | 2 | M
Corey | Allen | "Men Into Space"  | 1959 | M |  | M
Corey W. | Allen | Barry's Gift  | 1999 | M | 5 | M
Corey W. | Allen | Mona Lisa Smile  | 2003 | M |  | M
Corey W. | Allen | True Dreams  | 2002 | M | 1 | M
Corey W. | Allen | "Young Americans"  | 2000 | M |  | M
Courtney | Allen | Desideri  | 1990 | M | 3 | M
Craig (III) | Allen | Exhumed  | 2003 | V |  | M
Craig (IV) | Allen | Anal Pick-Up  | 2004 | V | 5 | M
D.R. | Allen | Kathleen Mavourneen  | 1906 | M | 10 | M
Daniel | Allen | Funny Ha Ha  | 2003 | M |  | M
Daniel J. (II) | Allen | Adventures of Young Van Helsing: The Lost Scepter, The  | 2004 | V | 19 | M
Dann | Allen | Maintenance by Any Means  | 2003 | M |  | M
Danny | Allen | Home Teachers, The  | 2004 | M |  | M
Danny | Allen | North Shore  | 1987 | M | 27 | M
Danny | Allen | Room 302  | 2001 | M | 10 | M
Danny | Allen | Woman Chaser, The  | 1999 | M | 22 | M
Dave (I) | Allen | Anchorman: The Legend of Ron Burgundy  | 2004 | M |  | M
Dave (I) | Allen | Crossroads  | 2002 | a | 13 | M
Dave (I) | Allen | Fist of Glory  | 1990 | M |  | M
Dave (I) | Allen | Girls Guitar Club, The  | 2001 | M | 5 | M
Dave (I) | Allen | Life Sold Separately  | 1997 | M |  | M
Dave (I) | Allen | Off the Lip  | 2004 | a |  | M
Dave (I) | Allen | P.E.  | 2002 | M | 1 | M
Dave (I) | Allen | Reelmadness  | 2000 | TV |  | M
Dave (I) | Allen | TV Wheel, The  | 1995 | TV |  | M
Dave (I) | Allen | Uncle Sam  | 2002 | M | 1 | M
Dave (I) | Allen | Wake Up, Ron Burgundy: The Lost Movie  | 2004 | V |  | M
Dave (I) | Allen | "American Pie"  | 1996 | M |  | M
Dave (I) | Allen | "Get Serious: Seven Deadly Sins"  | 1995 | mini |  | M
Dave (I) | Allen | "Higgins Boys and Gruber"  | 1990 | a |  | M
Dave (II) | Allen | Unleashing the Beast: Making 'The Howling'  | 2003 | V |  | M
Dave (IV) | Allen | Little Joe, the Wrangler  | 1942 | M |  | M
Dave (IV) | Allen | Luck in Pawn  | 1919 | M | 13 | M
Dave (VI) | Allen | Around with Allen  | 1967 | TV | 1 | M
Dave (VI) | Allen | Audience with Victoria Wood, An  | 1988 | TV |  | M
Dave (VI) | Allen | Bring Me Sunshine: The Heart and Soul of Eric Morecambe  | 1998 | TV | 3 | M
Dave (VI) | Allen | Dave Allen  | 1975 | TV | 1 | M
Dave (VI) | Allen | One Fine Day  | 1979 | TV | 6 | M
Dave (VI) | Allen | Squeeze a Flower  | 1970 | M | 4 | M
Dave (VI) | Allen | Tobacco Wars  | 1999 | TV |  | M
Dave (VI) | Allen | "Celts, The"  | 1987 | M |  | M
Dave (VI) | Allen | "Dave Allen at Large"  | 1971 | M |  | M
Dave (VI) | Allen | "Dave Allen Show in Australia, The"  | 1975 | M | 1 | M
Dave (VI) | Allen | "Dave Allen Show, The"  | 1968 | M |  | M
Dave (VI) | Allen | "Dave Allen"  | 1990 | M |  | M
Dave (VI) | Allen | "Dave Allen"  | 1993 | M | 1 | M
Dave (VI) | Allen | "Tonight with Dave Allen"  | 1967 | M |  | M
Dave (VI) | Allen | "Unique Dave Allen, The"  | 1997 | M |  | M
Dave (VII) | Allen | Arab's Vengeance, The  | 1915 | M |  | M
Dave (VII) | Allen | Avenged by Lions  | 1916 | a |  | M
Dave (VIII) | Allen | Urgh! A Music War  | 1981 | M | 115 | M
David (IV) | Allen | Colpo grosso a Porto Said  | 1969 | M | 1 | M
David (IX) | Allen | Fear and Desire  | 1953 | M | 6 | M
David (V) | Allen | 40 Pounds of Trouble  | 1962 | M | 17 | M
David (V) | Allen | Masque of the Red Death, The  | 1964 | M |  | M
David (X) | Allen | 4.50 from Paddington  | 1987 | TV | 25 | M
David (X) | Allen | Beverly Hills Girls  | 1986 | M | 27 | M
David (X) | Allen | Stuck On You!  | 1984 | M | 102 | M
David (X) | Allen | "Chisholms, The"  | 1979 | mini |  | M
David (XI) | Allen | Three Days of the Condor  | 1975 | M | 41 | M
David (XII) | Allen | Brilliant Lies  | 1996 | M | 19 | M
David (XII) | Allen | Land and Freedom  | 1995 | M | 50 | M
David (XII) | Allen | "Almost There!"  | 1988 | M |  | M
David (XIX) | Allen | God  | 2002 | M | 2 | M
David (XX) | Allen | Pictures from the Black Dance  | 1988 | V |  | M
David (XXI) | Allen | Rise and Walk: The Dennis Byrd Story  | 1994 | TV | 31 | M
David (XXII) | Allen | Verdict: The Wrong Man  | 1986 | TV |  | M
David (XXIII) | Allen | Second Glance  | 1992 | M | 9 | M
David (XXIV) | Allen | Mortal Kombat: Deception  | 2004 | VG | 6 | M
David A. | Allen | "Astronomers, The"  | 1991 | M | 21 | M
David B. | Allen | Beautiful Mind, A  | 2001 | M | 31 | M
David C. | Allen | Surviving  | 1985 | TV | 18 | M
David Caldwell | Allen | School Ties  | 1992 | M | 47 | M
David E. | Allen | Flip  | 2004 | M |  | M
David E. | Allen | Neo Ned  | 2004 | M | 9 | M
David L. (I) | Allen | Fast Food  | 1989 | M | 33 | M
David W. | Allen | Reign in Darkness  | 2002 | V | 2 | M
Dayton | Allen | Appointment with Fear  | 1987 | M |  | M
Dayton | Allen | Baron Von Go-Go  | 1967 | voice |  | M
Dayton | Allen | Big Chief No Treaty  | 1962 | voice |  | M
Dayton | Allen | Bomb's Rush, The  | 1965 | TV |  | M
Dayton | Allen | Boo to You  | 1965 | TV |  | M
Dayton | Allen | Bopin' Hood  | 1961 | voice |  | M
Dayton | Allen | Boy Meets Ghoul  | 1965 | TV |  | M
Dayton | Allen | Boy Pest with Osh  | 1963 | TV |  | M
Dayton | Allen | Bugged by a Bug  | 1967 | voice |  | M
Dayton | Allen | Camp Gitchy Gloomy  | 1965 | TV |  | M
Dayton | Allen | Cane and Able  | 1961 | voice |  | M
Dayton | Allen | Captain Fligh  | 1965 | TV |  | M
Dayton | Allen | Cool Cat Blues  | 1962 | voice |  | M
Dayton | Allen | Cotton Club, The  | 1984 | M | 32 | M
Dayton | Allen | Crumb Bumming  | 1965 | TV |  | M
Dayton | Allen | Crumby Mummy  | 1966 | TV |  | M
Dayton | Allen | Dr. Ha Ha  | 1966 | voice |  | M
Dayton | Allen | Dr. Rhinestone's Theory  | 1967 | voice |  | M
Dayton | Allen | Dreamnapping  | 1966 | voice |  | M
Dayton | Allen | Driven to Extraction  | 1963 | voice |  | M
Dayton | Allen | Famous Skyscraper, The  | 1966 | voice |  | M
Dayton | Allen | Fancy Plants  | 1967 | voice |  | M
Dayton | Allen | Fatty Karate  | 1965 | TV |  | M
Dayton | Allen | Fearless Fly Meets the Monsters  | 1965 | TV |  | M
Dayton | Allen | Ferocious Fly  | 1966 | TV |  | M
Dayton | Allen | Fly Hijack  | 1965 | TV |  | M
Dayton | Allen | Flying Cup and Saucer  | 1966 | TV |  | M
Dayton | Allen | Fort Fangenstein  | 1966 | TV |  | M
Dayton | Allen | Fortune Kooky  | 1966 | TV |  | M
Dayton | Allen | From Riches to Rags  | 1966 | TV |  | M
Dayton | Allen | From Wrecks to Riches  | 1965 | TV |  | M
Dayton | Allen | Frozen Sparklers  | 1967 | voice |  | M
Dayton | Allen | Gems from Gemini  | 1966 | M |  | M
Dayton | Allen | Ghoul School  | 1965 | TV |  | M
Dayton | Allen | Gogh Van Gogh  | 1965 | TV |  | M
Dayton | Allen | Goofy Dr. Goo Fee  | 1965 | TV |  | M
Dayton | Allen | Goon Platoon  | 1965 | TV |  | M
Dayton | Allen | Hearse Thief  | 1965 | TV |  | M
